40	4	B	477.889599654293		393
40	5	P	478.369294968585		751
40	6	B	478.449056968974		377
40	7	B	478.618291301603		378
40	8	P	479.342506872461		750
41	1	I	481.783691329937		1500
41	2	P	483.395040573907		757
41	3	B	484.751619011476		391
42	1	I	507.290124450914		1500
43	1	I	507.763191659928		1500
43	2	B	507.981323977482		0
43	3	B	509.553397966803		2
43	4	P	510.107658121939		763
46	1	I	519.764518059981		1500
46	2	P	519.860918394151		750
46	3	B	520.171764285735		385
44	1	I	520.409866992813		1500
44	2	P	520.458521844131		751
44	3	B	520.901022041247		376
46	4	B	521.557972965253		378
45	1	I	522.31716312916		1500
46	5	P	522.727604355593		752
45	2	B	523.990842389712		7
46	6	B	524.186841139429		379
46	7	B	524.199425164134		380
46	8	P	524.333130473962		761
47	1	I	528.522860190123		1500
47	2	P	528.57596022853		760
47	3	B	529.337464751099		381
47	4	B	529.640859354235		382
47	5	P	530.550040242802		752
47	6	B	531.271907542975		376
47	7	B	531.403050626579		380
47	8	P	531.664394866342		761
48	1	I	534.203234143452		1500
48	2	P	534.997994390821		757
48	3	B	535.045226897455		383
48	4	B	536.728450755241		388
48	5	P	537.393437610479		751
50	1	I	552.377125652574		1500
49	1	I	554.25398779313		1500
49	2	P	554.305549063268		753
49	3	B	554.324507187343		378
50	2	B	554.679530134227		2
50	3	P	555.136563605947		754
49	4	B	555.486740474568		396
49	5	P	556.301392595427		753
50	4	B	556.747382436983		381
50	5	B	557.15291212966		380
50	6	P	559.076683101869		766
50	7	B	560.46950400872		391
50	8	B	561.687983641529		384
51	1	I	576.968914872625		1500
